comments,predicted_sentiment
"Saya pikir MK nya keblinger malah keluar dari Tupoksi [malah nambah2in kata2 di suatu UU yang sudah sah] , seperti dulu ada  pihak yang  'nyelipin pasal tembakau'. Lebih elegan MK nganjurin agar kedua UU [ uu 42 / 2008 tentang Pilpres : umur 35 tahun dan UU Pemilu no 7 Tahun 2017 : 40 tahun disinkronkan]. Mau ke 35 atau ke 40. Atau hal ini memang disengaja oleh lawmaker negara ini. Sebagai wasit akhir, suatu aturan (baru) tidak boleh dibuat di dalam pertandingan yang berjalan. Buat aturan untuk 'pertandingan berikutnya' dan itu sepengetahuan saya, rembukannya itu di Legislatif / Eksekutif..Kalay Yudikatif mah mengkaji hasilnya, kalau tidak sesuai / sinkron dikembalikan ke pembuat saja . Tidak berhak membuat addendum UU yang sudah inkrah. Preseden buruk, suatu aturan bisa diubah-ubah di MK.",positive
"Keputusan MK sdh final mengikat,semua yg di putuskan MK Ket nya Anwar Usman berani ambil resikonya,mau di pecat,di hukum gak masalah bagi dirinya, yg penting Kep mengikat, jika tdk bisa di batalkan untuk apa di bentuk MK MK.",negative
gara2 survei elektabilitas yg tinggi jadi lupa daratan BPK Jokowi,negative
"MK saja bisa dipermainkan, bagaimana dengan lembaga hukum yang lain. Hukum di NKRI makin suram dengan penguasa zholim",negative
Rakyat Muak dengan Kinerja Jokowi dan Dinastinya,negative
Sangat2 memilukan dan memalukan akhir jabatannyai dengan cara yg tidak baik dengan kejadian di MK ...ayo dukung GAMA pasangan yg jujur bersih amanah Ganjar mahfud,positive
"Resiko punya hukum buatan manusia ya gini, gak ada yg absolut mutlak. Jd bisa di utak-atik. Hukum yg mutlak hanya buatan Allah.",positive
2024 moga gak chaos dah,positive
Putusan ini sungguh memalukan menghina keadaban dan moralitas kita sebagai manusia demokrasi putusan ini mematahkan hati warga bangsa,negative
"Kenap jokowi ndk diturunkan saja, sudah rusak akalnya, tukung bohong, malu dong ndk di ijinkan 3 periode ngamuk",negative
Saya orang awam buta hukum cuma bisa menilai bahwa undang undang yang bikin manusia dan yang mengubah juga manusia  manusia yang bagaimana?,negative
"Pak, turut bersuaralah juga dlm kasus ijazah Pak Dhe",negative
"Terimakasih pak Zainal Arifin atas pencerahannya,",positive
Hanya memenangkan pak mahfud kerusakan hukum dibenahi dgn tegas....,positive
konsekwensi memilih pemimpin yang tak memahami adab dan etika dan cuma mengejar kepentingannya sendiri,negative
jokowi gak malu apa msh di duduk di istana? gak mau mundur aja pak? apa ngumpet deh ngumpeeeet malu kali pak maluuuuuuuuuuuuuuuuuuuu,negative
"Tidak hanya Palu Hakim yg patah berkeping2, bisa2 Istana dan Jokowi ditenggelamkan oleh Rakyat dan Mahasiswa yg anti Politik melanggengkan kekuasaan, NEPOTISME dan KKN. Lihat Soeharto tebggelam hibgga saat ini tdk kembali lagi",positive
"Ketua MK harusnya mundur sebagai Hakim MK karena diduga melanggar proses perkara gugatan batasan usia capres/cawapres. Dugaan ini diperkuat juga dari penjelasan disenting opinion keempat hakim MK, yang juga dapat digunakan menjadi bukti dalam sidang etika di MKMK.",negative
Keluarga yang tamak kekuasaan...,positive
"Palu hakim patah berkeping, hati rakyat hancur berantakan",negative
"Seperti lagu wali band, ""Pamanku pahlawanku""",negative
Harus hukuman kepada Anwar osman karena faktor keluarga,positive
"Omongan Jokowi tentang anak2nya di tahun 2014 tidak terbukti diakhir masa kekuasaannya...kami pendukung Jokowi sangat kecewa, maka mandat kepercayaan kami pindahkan ke pasangan Ganjar Pranowo-Mahfud MD saja semoga amanah...",negative
Emang usulan awal keputusan MK dari pak Jokowi?,positive
"jangan terlalu pusing memikirkannya, ayo pindah negara",positive
"Singpenting adalah bahwa keputusan MK saat ini telah MENDOBRAK keputusan DPR/para politisi yg mayoritas telah bergumul lama selaku pembuat UU, namun selama ini MENGEKANG kaum muda utk berkiprah lebih dalam di pemerintahan melalui batas usia 40th. Jadi sekarang sudah lebih terbuka KEKANGAN tsb wlpn blm 100%, tapi lumayan lah sktr 80%.... ayo kaum muda segeralah jadi pemimpin bangsa yg bersih dan lurus senantiasa demi rakyat utk rakyat, agar dapat menggantikan yg telah bergumul lama di politik tapi NKRI begini2 saja.... kasihan dong NKRI kasihaaann.",positive
"Mungkin saldi isra memberi sinyal untuk rakyat ,bahwa ada yang tidak baik baik saja di dalam mk , dan dia tidak berdaya , maka sebenarnya dia memberi sinyal SOS ,tdk mungkin seorang saldi isra tdk tahu bgaimana mengemukakan disentingnya ,dia adalah orang pintar",positive
"Ini yg dibilang SENGKUNI MAIN DADU Trnyata bisa trjdi di negara trcinta indonesia Jdi biarlah keadilan yg mencari jalamx sendiri,semesta selalu bergerak",positive
Rakyat awam n jelata di pikir nya hanya dngan di beri bansos tutup hidung telinga dn mulut....di warung kopi kaum papa bercerita ngalor ngidul betapa bobrok nya tatanan negara yg di obok2 anak ponakan paman bapa menghalalkan segala cara demi berkuasa...ini negara demokrasi informasi digital langsung maupun tidak rakyat pun tahu....suara rakyat suara tuhan tuhan akan menghukum cepat atau lambat penguasa yg berkuasa akan  terima akibat nya karna perbuatan nya....tabur tuai karma itu nyata akan di buka aib nya seiring dngan waktu,negative
Mantap penjelasannya...,negative
GanjarMahmud menang....NO KKN....GASSS POLLLL....,positive
"Keren, mencerahkan. Memang masalahnya hukum dipaksakan untuk anak penguasa, dimana Sang Penguasa menikmati situasinya dan pembiaran, ini cawe-cawe Presiden.",positive
Undang² tertinggi di negeri ini adalah kepentingan politik..,negative
Makzul kan aja. Ini skandal yg memalukan,positive
Udh parah deh 2024 coblos amin aja biar busuk busuknya dinasti ini luruh semua,positive
Kalau gak turun ke jalan ya percuma ceng.....,positive
Mdh2an klu Ganjar Mahfud terpilih nanti tidak akan terjadi politik dinasti,negative
"mendengarkan penjelasan beberapa ahli, ternyata hukum itu masih dipandang dengan keadaan dan pengaruh luar, jd jk hakimnya seperti ini pastilah hukum tdk akan berdiri di hukum tetapi pada pertimbangan luar lebih cenderung kuat, jd ketika ahok mendapat tekanan demo yg kuat hukum jg akan terpengarauh dr pd hukum itu tersendiri. maka tidak heran opini selalu digunakan unt mempengaruhi putusan..harapannya.",negative
"Semenjak Anwar Usman menjadi iparnya Jokowi, mahkamah konstitusi berubah menjadi mahkamah keluarga. Kalau masih punya malu, Anwar Usman harusnya mengundurkan diri. Kalau tidak punya malu, sebaiknya Anwar usman dipecat saja dengan tidak hormat.",negative
"ada kejanggalan berkenaan dengan pencalonan, yang mana pada saat pencalonan DPR terdapat putusan MA terkait keterwakilan perempuan seakan- akan diabaikan namun pada putusan MK ini terkesan buru-buru dilaksanakan oleh KPU, meski dari putusan MA dan MK bersifat final namun peraturan KPU masih belum diubah,. adanya surat dinas KPU berkenaan dengan putusan MA (keterwakilan perempuan) akan-akan hanya menggugurkan tindaklanjut atas putusan MA, sedangkan pada saat putusan MK langsung dapat diterapkan,. ",negative
"""Palu hakim sudah patah berkeping-keping "" (Menit 5:22 ) Terus masalahnya dimana? Solusinya bukan cuma komplain ga berguna. Kalo sudah hancur berkeping-keping, ganti palu nya lah.",negative
"Hukum di Konoha sdh dijadikan pelayan syahwat kekuasaan,",negative
MK...mahkamah K....,negative
Cawe caweeeeeee,negative
"Sepandai2 tupai melompat jatuh juga wk wk wk,....Tuhan telah membuka tabir yang menutupi pak jokowi dan keluarga yang sebenarnya, sekian lama berbahasa halus dan bersikap sopan naluri jawa,..terbukalah semua sekarang...",negative
Mahkamah keluarga politik dinasti  kami rakyat jelata tahu tu komplik kepentingan,negative
Loh Mas AL,positive
"Rakyat yg punya akal sehat dan waras pasti kecewa dg cara2 kotor seperti ini.Fulgar dan kasat mata ,sangat nenjijikkan. Rakyat sangat kecewa",negative
Rakyat yg punya akal sehat dan waras,positive
"Pak Jokowi, kenapa anak anda harus maju dalam pilpres disaat anda masih menjadi pemimpin negara? Memang secara konstitusional tidak ada yang melarang, tapi bukankah ada etika yang semestinya bisa untuk tidak dilanggar? Saya kagum dengan kesederhanaan dan ketulusan bapak selama ini. Tapi kenapa diujung masa pemerintahan perlu ada tinta semacam ini? Adanya perubahan undang-undang persyaratan peserta pilpres, dan setelahnya anak bapak ikut maju menjadi kontestan",negative
gmn pendukung jokowi? ,positive
"anies ayat mayat itu bapak politik identitas. Jokowi itu bapak politik dinasty. dua duanya rubbish,scum",positive
"klo wowo gibran menang, itu akan membawa cacat etika dan cacat moral dikemenangan itu",negative
Disaat dipuncak dia ingin menjadi sosok yang ingin dikenang sepanjang sejarah dunia Momentum yang sulit untuk di di bicarakan hhhh ada kejutan di masa masa selanjutnya ,negative
Jika masyarakat masih memilih si ini nih betul2 sih,negative
"Pk. rakyat sdh banyak d suguhkan hal"" yg tdk pro rakyat dn DPR sendiri sekarang terlihat juga terpecah menjadi kubu"".",negative
"Indonesia banyak orang cerdas bukan hany, gibran, bahkan lebih senior, kalau terdesak waktu.",positive
"pk, Jokowi itu kacang lupa kulit massa Alloh hampir saya tdk percaya ingat pk, kita bkl mati apa pķ, yg akan dipertanggung jawabkan sama Alloh swt eling bapaku rupanya sdh mbk dunia hanya tnggu waktu saja Alloh tdk bùta dan tdk tuli semoga bangsa indsia tetap RUKUN dan DAMAI siappp",negative
"Anak presiden yg msh muda, minim pengalaman berpasangan dgn yg sangat sepuh dan emosional mau jd nakhoda kapal dgn penumpang kira2 280 juta orang dgn pluralismenya dan tantangan masa dpn yg berkali2 lipat susahnya, global warming, perang, inflasi dll. Sy & keluarga tdk akan pilih capres n cawapres begini.",positive
Kupas habis demi bangsa dan negara bukan demi keluarga,positive
"inget kata alm dosen, katanya reformasi itu cyclenya sekitar 30 taun sekali. entah itu asumsi akademis atau nubuat, jawabannya mungkin kita liat beberapa taun lagi. kalo emang harus begitu, ada waktu persiapan 5 taun mulai dari 2024 nanti.",positive
"ga perlu heran, emang hal seperti ini sudah menjadi habit politik di Indonesia. bagi saya, ketika ini dilakukan untuk alih tangan Indonesia dari partai banteng, saya mendukung sepenuhnya.. semoga ini langkah tepat, dimana kekuasaan di Indonesia tidak di tangan banteng.. langkahnya memang sangat beresiko, tapi dengan para ulama di belakang pak Jokowi, semoga keberkahan membersamainya dan bangsa ini",negative
Ki lurah Gareng adalah lurah paling pandai di muka bumi.,negative
"Rakyat tertipu dan terpesona dengan wajah melasnya jokwi, yg seolah2 merakyat dan perlu dikasihani tapi rakyat lupa kalau personanya keluar dari gorong2...sehingga baunya gak akan dilupakan.",negative
MK akan sulit untuk jadi wasit yg adil untuk kontestasi pilpres 2024 karena masih ada Sang Paman. Karena ternyata tak hanya Sang Bapak saja yg cawe-cawe. Paman pun demikian adanya,negative
Orang pintar pilih GAMA..,negative
"Saya 2012 coblos Faisal Basri di Jakarta..  karna kalah Lalu saya memilih Jokowi di putarn ke 2.. 2014 juga saya pilih Jokowi.. Tapi 2019 saya golput,  karena ada persekongkokolan dalam koalisi Jokowi terkait cawapres.. Mahfud MD tiba tiba di anulir di ganti Ma'ruf Amin.. Di situlah saya mulai sadar kalo Jokowi hanya ingin menang,  dan takut kalah..  memang wajar dalah politik seperti itu..  tapi  saya pribadi gak terima dengan alasannya apalagi waktunya yg cuma 2 jam.. Belakangan terungkap lah oleh Romi, kenapa Mahfud MD gagal jadi Cawapres 2019..",negative
Kirain lulusan UGM lebih mekedepankan nurani ...,positive
Cegah politik haus kekuasaan dgn cara jngn pilih prabowo-anak pengkhianat Pilih yg lain. Bila perlu amin ganjar bersatu.,positive
Pak DOsen saudara gak yah dengan Arya Saloka?,negative
"Jokowi bikin sejarah baru, memakai kekuatan hukum untuk merusak demokrasi Indonesia..waduuhh",positive
Bang prof. Bukan hanya putusan palunya patah ttp putusan Demi Keadilan Berdasarkan Kehendaknya sendiri dan tdk beralaskan Undang2 yg berlaku ttp Undang2 nya dari Malaikat gelap sehingga putusan tsb mempermalukan negara Indonesia dihadapan bangsa lain dan menjadi bahan tertawaan seperti sy rakyat kecil ini dan sy yakin banget para hakim yg memutus kasus mendapatkan Hukum Sebab Akibat. Sebab menjadi rusak dan hancur Hukum diIndonesia.,negative
"semuanya bermula semenjak dia mulai khawatir setelah rezim ini berakhir... sepertinya dia belum siap... dan bayang2 ""kebijakan yg salah"" dan perlakuan tdk adil pada kelompok tertentu terus menghantui.. jd inti yg paling mendasar dia mencari aman minimal 5 tahun kedepan... dihalalkan lah segala cara sampai ke titik terendah ""meludahi mahkamah konstitusi""",negative
"Pak. Jokowi harusnya pulang kampung, biarkan partai Politik / atau koalisi yang menentukan. Pak.Jokowi juga sampaikan ini urusan Koalisi, tetapi nyata nya tdk. jokowi tetp menggunakan kekuasaannya.",positive
"Klo bicara hnya scara Rumor tanpa bukti itu juga kurang baik dan berpotensi menjadi Fitnah/Hoax, krn slama ini kan hanya cerita desas desus. Misalnya: Adian Napitupulu blng bahwa ada pihak yg ingin 3 periode (apa pernyataan ini tersirat yg mengarah ke pak jokowi???) . Tapi kemarin Ibu Puan Maharani menepis berita itu dan menyatakan bahwa Jokowi TDK prnah minta 3 periode. Bnyk cerita Rumor conflict of interest, tapi apakah sudah terbukti benar? Begitu pula dgn keputusan MK, skrg ada pembuktian lewat Majelis Kehormatan MK. Yg repot kalo muncul lagi Rumor conflict of interest, tanpa bukti. Tuduhan2 pasti ke arah anggota MKMK. Ngga akan ada habisnya Rumor itu ya? Dulu waktu GusDur lengser muncul Rumor/desas-desus bahwa Megawati yg menggulingkan GusDur. Tapi apa buktinya? Saya sepakat dgn yg mengatakan bahwa ""Keadilan akan menemukan jalannya sendiri"". Waktu yg akan membuktikannya.",positive
"Sekarang dilantik MKMK, yg melantik yg buat palu MK pecah berkeping-keping. Jadi gimana ? ",negative
"kekuasaan bisa membuat orang buta. miris. orang yang gua dukung 2014 dan 2019 sudah berubah sedemikian rupa sehingga seluruh ""family"" nya turun tangan untuk jaga kekuasaan. kami rakyat sudah cerdas dan gamau terbuai dengan kata² ""melanjutkan pembangunan"". CUKUP! KAMI TIDAK MAU ADA ORBA 2.0",negative
Mahkamah Konyol,negative
Selamat Bpj jokowi mas gibran jadi wakil Presiden tapi saya ganti pilihan Gama.,positive
"Skandal ""MAHKAMAH KELUARGA"" telah membuka 3 tabir sekaligus : 1. Betapa gelapnya MK yang ternyata bisa dipesan layaknya katering, boleh pilah pilih menu apa sesuai pesanan 2. Setelah 10 tahun berkuasa dan rakyat menduga ini dan itu akhirnya kita tahu sisi gelap Jokowi. Betapa oportunis dan tidak tahu malu membangun dinasti keluarga terang-terangan di depan mata 3. Ternyata memang ada benarnya bahwa demokrasi kita ini adalah demokrasi parsial alias setengah-setengah dan naik turun sesuai kepentingan elit politik. Silat lidah dan main belakang sudah menjadi instrumen demokrasi yg katanya ada ditangan rakyat dan adil. Omong kosong! Saya pikir skandal Mahkamah Keluarga ini adalah skandal politik ""PALING MENJIJIKKAN"". Mengapa saya berkata sekeras itu? Sebab saya adalah tipe masyarakat yg berusaha tegak lurus terhadap negara, siapa presidrn yg terpilih diikuti kebijakannya dan mengkritik dengan bijaksana. Tapi begitu melihat skandal ini ternyata langsung merubah pikiran saya. Betapa oportunis, nekat dan ngawurnya Jokowi, yg semula saya suka dan dukung tiba-tiba merasa jijik dan mual.",negative
"Thank you Mata Najwa telah membuat series video seperti ini utk memeberikan edukasi dan penjelasan tentang issue"" penting yg lagi hot di perbincangkan, sy sebagai rakyat biasa yg kurang paham politik dan undangan"" bisa dapat penjelasan yg gampang di mengerti.",negative
Palu hakim tak patah.... Orangnya ajjh yang penginnya kehendak sesuai yang ia ingini.... Nuritin manusia mah apa2 kepentingan sendiri....,negative
Aku yg mendukung jokowi sejak 9thn yl berkali-kali masih berharap ini strategi beliau. Pasti ada maksud lain beliau yg lbh baik. Tp seiring waktu koq makin lama harapanku makin tergerus ya. Masih gak nyangka koq bisa kekuasaan bisa mengubah beliau,positive
KONSILIDASI POLITIK ALA AYAM BAKAR WONG SOLO......!!! 1. PROJO PINDAH DUKUNGAN CALON PRESIDEN 2. KADER POTENSIAL DAN DIKENAL RAKYAT TERIAK PINDAH PARTAI 3. MK MENYETUJUI UMUR BOCIL 4. MENCIPTAKAN KETUM BARU PSI DADAKAN 5. WALI KOTA JADI CALON WAKIL PRESIDEN 6 . MEREKA BERTEMU DI SATU MUARA KOALISI...???? SEBEGITU GIGIH NYA INGIN MENCIPTAKAN 3 PRIODE KEKUASAN DENGAN BEDA NAMA TAPI SAMA RASA . WALUPUN HARUS MELALUI CARA MENDUKUNG MANTAN 32 TAHUN KKN DENGAN ORBA . PDIP DAN KONTITUEN NYA 10 TAHUN MENDUKUNG DI TIKUNG ...INI PENDAPAT ADIAN NAPITUPULU.....!!! APAKAH RAKYAT MERSASA TERTIPU DENGAN KELUGUAN DAN KE SANTUNAN SIKAP...????,negative
Kecewa banget sih emng punya pemimpin seperti ini. Bukan sebagai panutan tapi terlihat haus kekuasaan.,negative
Jokowi memang sudah menyiapkan gibran untuk menjadi cawapres karena opsi 3 periode tdak berjalan mulus...yg sangat menyedihkan keputusan MK hanya untuk meloloskan anaknya.,negative
APAKAH ANDA PUAS???,positive
Politik Dinasti Pinokio sbnrnya yg merancang ini semua Tp yaa tw sendiri pinokio pura2 plongaplongo,negative
Kalo mk bisa di obok2 bagaimana dengan kpu?,negative
"sekarang 9 parpol jadi 1 ,klo putaran ke2 lebih dari 9 partai dalam 1 kelompok.. pemerintah dan parlemen mereka kuasai .. akan seberapa hancur negara ini",positive
"Pak Jokowi saya kira sangat rendah hati bekerja keras untuk rakyat, tapi kenyataan  pak Jokowi sepertinya negara ini milik pribadi sehingga berlebihan ingin memiliki dengan segala cara ,sampai² rela mengkhianati dan membela penegak hukum MK yg salah, bahkan gak mau tahu dengan segala alasan padahal presiden itu membawahi semua semua instansi, bahkan dengan mudah menjawab bukan ranahnya, padahal betul² melanggar hukum. Inilah bukti bahwa negara ini milik pribadi ,hancur sudah prestasi  pak Jokowi .",positive
"Yang jelas presiden adalah Prabowo Gibran... Gk usah pemilu.,. MK, KPU plus di usung 9 partai dan instruksi presiden dengan senyap atas nama demokrasi dan masyarakat yg menentukan.... ya udah Prabowo Gibran sdh menang... klo kalah ,d bw k MK... pasti menang... MK berkoalisi dengan KPU, Bawaslu....  Selamat Buat mas Gibran dan warga Solo sudah menorehkan sejarah terbaik....",positive
"Kurang kerjaan gugat ke MK , kalo sudah Baligh ya boleh saja ikut memimpin , Sayyidina Usamah bin Zaid bin Haritsah umurnya masih 18 / 19 Tahun , jadi panglima Perang melawan Romawi , Nabi Muhammad SAW sendiri yang mengangkatnya... kurang kerjaan aja gugatan begitu.....",negative
Sangat sangat sangat genting negara ini ,negative
"Gara"" kasus ini gua g jadi all in prabowo dah. Mending ke Anies aja sekalian",positive
"MK Menangkan Keluargaku dulu berkeluarga dengan pdip dan akhirnya cerai karena masalah keluarga. yah biasa kan menyongsong masa depan terjadi masalah beda visi dan per misi. dan ingin lepas dari jeratan boneka politik dan tidak tega anaknya dijadikan boneka partai oleh pemilik banteng.oleh sebab itu harus berdiri sendiri dan lepas dari nene moyang banteng merah. HIDUP MK!!!! KARENA HAL INI KAMI SEMUA TAHU BAHWA MK adalah wayang yg bisa dimainkan oleh dalang.ya iyalah kan paman nya gibran hakim MK HATI HATI NEGERI INI AKAN TERJADI BADAI BESAR DARI BANYAK KALANGAN!!! yang pasti penegakan hukum negeri ini tidak bisa dipercaya,hukum hanya sebagai publik kontestasi dan kemunafikan agar terlihat mulia",negative
